anon_customer,FirstPurchaseDate,Country,FirstPurchaseYear,FirstPurchaseMonth,FirstPurchaseYearMonth,Continent
Customer-375,2010-12-07 14:30:00,United Kingdom,2010,12,2010-12,Europe
Customer-3750,2011-10-24 10:08:00,United Kingdom,2011,10,2011-10,Europe
Customer-3751,2011-10-24 10:18:00,United Kingdom,2011,10,2011-10,Europe
Customer-3752,2011-10-24 11:33:00,United Kingdom,2011,10,2011-10,Europe
Customer-3753,2011-10-24 11:54:00,United Kingdom,2011,10,2011-10,Europe
Customer-3754,2011-10-24 12:51:00,United Kingdom,2011,10,2011-10,Europe
Customer-3755,2011-10-24 12:56:00,United Kingdom,2011,10,2011-10,Europe
Customer-3756,2011-10-24 13:06:00,United Kingdom,2011,10,2011-10,Europe
Customer-3757,2011-10-24 13:08:00,United Kingdom,2011,10,2011-10,Europe
Customer-3758,2011-10-24 13:26:00,United Kingdom,2011,10,2011-10,Europe
Customer-3759,2011-10-24 13:34:00,United Kingdom,2011,10,2011-10,Europe
Customer-376,2010-12-07 14:31:00,United Kingdom,2010,12,2010-12,Europe
Customer-3760,2011-10-24 15:19:00,United Kingdom,2011,10,2011-10,Europe
Customer-3761,2011-10-24 15:43:00,United Kingdom,2011,10,2011-10,Europe
Customer-3762,2011-10-25 10:27:00,Switzerland,2011,10,2011-10,Europe
Customer-3763,2011-10-25 11:28:00,United Kingdom,2011,10,2011-10,Europe
Customer-3764,2011-10-25 12:20:00,United Kingdom,2011,10,2011-10,Europe
Customer-3765,2011-10-25 13:05:00,United Kingdom,2011,10,2011-10,Europe
Customer-3766,2011-10-25 13:07:00,United Kingdom,2011,10,2011-10,Europe
Customer-3767,2011-10-25 13:46:00,United Kingdom,2011,10,2011-10,Europe
Customer-3768,2011-10-25 13:53:00,United Kingdom,2011,10,2011-10,Europe
Customer-3769,2011-10-25 14:09:00,United Kingdom,2011,10,2011-10,Europe
Customer-377,2010-12-07 14:57:00,United Kingdom,2010,12,2010-12,Europe
Customer-3770,2011-10-25 15:04:00,United Kingdom,2011,10,2011-10,Europe
Customer-3771,2011-10-25 15:19:00,United Kingdom,2011,10,2011-10,Europe
Customer-3772,2011-10-26 09:54:00,Japan,2011,10,2011-10,Asia
Customer-3773,2011-10-26 11:14:00,United Kingdom,2011,10,2011-10,Europe
Customer-3774,2011-10-26 12:03:00,United Kingdom,2011,10,2011-10,Europe
Customer-3775,2011-10-26 12:14:00,United Kingdom,2011,10,2011-10,Europe
Customer-3776,2011-10-26 12:28:00,United Kingdom,2011,10,2011-10,Europe
Customer-3777,2011-10-26 12:46:00,United Kingdom,2011,10,2011-10,Europe
Customer-3778,2011-10-26 13:19:00,United Kingdom,2011,10,2011-10,Europe
Customer-3779,2011-10-26 13:27:00,United Kingdom,2011,10,2011-10,Europe
Customer-378,2010-12-07 14:57:00,Iceland,2010,12,2010-12,Europe
Customer-3780,2011-10-26 13:35:00,United Kingdom,2011,10,2011-10,Europe
Customer-3781,2011-10-26 13:46:00,Spain,2011,10,2011-10,Europe
Customer-3782,2011-10-26 15:44:00,United Kingdom,2011,10,2011-10,Europe
Customer-3783,2011-10-26 16:03:00,United Kingdom,2011,10,2011-10,Europe
Customer-3784,2011-10-26 16:21:00,United Kingdom,2011,10,2011-10,Europe
Customer-3785,2011-10-26 17:00:00,United Kingdom,2011,10,2011-10,Europe
Customer-3786,2011-10-27 08:35:00,United Kingdom,2011,10,2011-10,Europe
Customer-3787,2011-10-27 09:23:00,United Kingdom,2011,10,2011-10,Europe
Customer-3788,2011-10-27 10:40:00,United Kingdom,2011,10,2011-10,Europe
Customer-3789,2011-10-27 10:41:00,Finland,2011,10,2011-10,Europe
Customer-379,2010-12-07 14:58:00,United Kingdom,2010,12,2010-12,Europe
Customer-3790,2011-10-27 10:46:00,United Kingdom,2011,10,2011-10,Europe
Customer-3791,2011-10-27 10:54:00,United Kingdom,2011,10,2011-10,Europe
Customer-3792,2011-10-27 11:10:00,United Kingdom,2011,10,2011-10,Europe
Customer-3793,2011-10-27 11:24:00,United Kingdom,2011,10,2011-10,Europe
Customer-3794,2011-10-27 11:55:00,United Kingdom,2011,10,2011-10,Europe
Customer-3795,2011-10-27 13:29:00,United Kingdom,2011,10,2011-10,Europe
Customer-3796,2011-10-27 13:33:00,United Kingdom,2011,10,2011-10,Europe
Customer-3797,2011-10-27 13:48:00,United Kingdom,2011,10,2011-10,Europe
Customer-3798,2011-10-27 13:53:00,United Kingdom,2011,10,2011-10,Europe
Customer-3799,2011-10-27 14:56:00,United Kingdom,2011,10,2011-10,Europe
Customer-38,2010-12-01 12:49:00,United Kingdom,2010,12,2010-12,Europe
Customer-380,2010-12-07 15:02:00,United Kingdom,2010,12,2010-12,Europe
Customer-3800,2011-10-27 15:09:00,Norway,2011,10,2011-10,Europe
Customer-3801,2011-10-27 16:23:00,United Kingdom,2011,10,2011-10,Europe
Customer-3802,2011-10-27 16:31:00,United Kingdom,2011,10,2011-10,Europe
Customer-3803,2011-10-27 17:35:00,United Kingdom,2011,10,2011-10,Europe
Customer-3804,2011-10-27 17:48:00,United Kingdom,2011,10,2011-10,Europe
Customer-3805,2011-10-28 08:58:00,United Kingdom,2011,10,2011-10,Europe
Customer-3806,2011-10-28 09:12:00,United Kingdom,2011,10,2011-10,Europe
Customer-3807,2011-10-28 10:00:00,United Kingdom,2011,10,2011-10,Europe
Customer-3808,2011-10-28 10:27:00,United Kingdom,2011,10,2011-10,Europe
Customer-3809,2011-10-28 13:55:00,United Kingdom,2011,10,2011-10,Europe
Customer-381,2010-12-07 15:03:00,United Kingdom,2010,12,2010-12,Europe
Customer-3810,2011-10-28 15:10:00,United Kingdom,2011,10,2011-10,Europe
Customer-3811,2011-10-28 17:27:00,United Kingdom,2011,10,2011-10,Europe
Customer-3812,2011-10-30 11:09:00,United Kingdom,2011,10,2011-10,Europe
Customer-3813,2011-10-30 11:35:00,United Kingdom,2011,10,2011-10,Europe
Customer-3814,2011-10-30 11:49:00,United Kingdom,2011,10,2011-10,Europe
Customer-3815,2011-10-30 11:56:00,United Kingdom,2011,10,2011-10,Europe
Customer-3816,2011-10-30 12:51:00,United Kingdom,2011,10,2011-10,Europe
Customer-3817,2011-10-30 13:06:00,United Kingdom,2011,10,2011-10,Europe
Customer-3818,2011-10-30 14:05:00,United Kingdom,2011,10,2011-10,Europe
Customer-3819,2011-10-30 14:33:00,United Kingdom,2011,10,2011-10,Europe
Customer-382,2010-12-07 15:15:00,United Kingdom,2010,12,2010-12,Europe
Customer-3820,2011-10-30 15:08:00,United Kingdom,2011,10,2011-10,Europe
Customer-3821,2011-10-30 15:11:00,United Kingdom,2011,10,2011-10,Europe
Customer-3822,2011-10-30 15:50:00,United Kingdom,2011,10,2011-10,Europe
Customer-3823,2011-10-30 15:50:00,United Kingdom,2011,10,2011-10,Europe
Customer-3824,2011-10-30 15:55:00,United Kingdom,2011,10,2011-10,Europe
Customer-3825,2011-10-30 15:58:00,United Kingdom,2011,10,2011-10,Europe
Customer-3826,2011-10-30 15:59:00,United Kingdom,2011,10,2011-10,Europe
Customer-3827,2011-10-30 16:12:00,United Kingdom,2011,10,2011-10,Europe
Customer-3828,2011-10-30 16:17:00,United Kingdom,2011,10,2011-10,Europe
Customer-3829,2011-10-31 08:56:00,Germany,2011,10,2011-10,Europe
Customer-383,2010-12-07 15:18:00,United Kingdom,2010,12,2010-12,Europe
Customer-3830,2011-10-31 09:35:00,United Kingdom,2011,10,2011-10,Europe
Customer-3831,2011-10-31 09:38:00,United Kingdom,2011,10,2011-10,Europe
Customer-3832,2011-10-31 10:56:00,United Kingdom,2011,10,2011-10,Europe
Customer-3833,2011-10-31 11:32:00,United Kingdom,2011,10,2011-10,Europe
Customer-3834,2011-10-31 12:11:00,United Kingdom,2011,10,2011-10,Europe
Customer-3835,2011-10-31 12:11:00,Italy,2011,10,2011-10,Europe
Customer-3836,2011-10-31 13:58:00,United Kingdom,2011,10,2011-10,Europe
Customer-3837,2011-10-31 15:01:00,Finland,2011,10,2011-10,Europe
Customer-3838,2011-10-31 16:24:00,United Kingdom,2011,10,2011-10,Europe
Customer-3839,2011-11-01 09:14:00,United Kingdom,2011,11,2011-11,Europe
Customer-384,2010-12-07 15:20:00,United Kingdom,2010,12,2010-12,Europe
Customer-3840,2011-11-01 09:51:00,United Kingdom,2011,11,2011-11,Europe
Customer-3841,2011-11-01 11:12:00,United Kingdom,2011,11,2011-11,Europe
Customer-3842,2011-11-01 11:35:00,United Kingdom,2011,11,2011-11,Europe
Customer-3843,2011-11-01 12:06:00,United Kingdom,2011,11,2011-11,Europe
Customer-3844,2011-11-01 12:18:00,France,2011,11,2011-11,Europe
Customer-3845,2011-11-01 12:25:00,United Kingdom,2011,11,2011-11,Europe
Customer-3846,2011-11-01 12:45:00,United Kingdom,2011,11,2011-11,Europe
Customer-3847,2011-11-01 14:01:00,United Kingdom,2011,11,2011-11,Europe
Customer-3848,2011-11-01 14:45:00,United Kingdom,2011,11,2011-11,Europe
Customer-3849,2011-11-01 15:06:00,United Kingdom,2011,11,2011-11,Europe
Customer-385,2010-12-07 15:39:00,United Kingdom,2010,12,2010-12,Europe
Customer-3850,2011-11-02 08:44:00,United Kingdom,2011,11,2011-11,Europe
Customer-3851,2011-11-02 10:16:00,United Kingdom,2011,11,2011-11,Europe
Customer-3852,2011-11-02 10:40:00,United Kingdom,2011,11,2011-11,Europe
Customer-3853,2011-11-02 10:51:00,United Kingdom,2011,11,2011-11,Europe
Customer-3854,2011-11-02 11:20:00,United Kingdom,2011,11,2011-11,Europe
Customer-3855,2011-11-02 11:23:00,United Kingdom,2011,11,2011-11,Europe
Customer-3856,2011-11-02 12:03:00,United Kingdom,2011,11,2011-11,Europe
Customer-3857,2011-11-02 12:04:00,United Kingdom,2011,11,2011-11,Europe
Customer-3858,2011-11-02 12:56:00,United Kingdom,2011,11,2011-11,Europe
Customer-3859,2011-11-02 13:01:00,United Kingdom,2011,11,2011-11,Europe
Customer-386,2010-12-07 15:48:00,United Kingdom,2010,12,2010-12,Europe
Customer-3860,2011-11-02 13:05:00,United Kingdom,2011,11,2011-11,Europe
Customer-3861,2011-11-02 13:26:00,United Kingdom,2011,11,2011-11,Europe
Customer-3862,2011-11-02 14:07:00,United Kingdom,2011,11,2011-11,Europe
Customer-3863,2011-11-02 14:31:00,United Kingdom,2011,11,2011-11,Europe
Customer-3864,2011-11-02 16:19:00,United Kingdom,2011,11,2011-11,Europe
Customer-3865,2011-11-02 17:09:00,United Kingdom,2011,11,2011-11,Europe
Customer-3866,2011-11-02 17:30:00,United Kingdom,2011,11,2011-11,Europe
Customer-3867,2011-11-03 10:03:00,United Kingdom,2011,11,2011-11,Europe
Customer-3868,2011-11-03 10:13:00,United Kingdom,2011,11,2011-11,Europe
Customer-3869,2011-11-03 12:37:00,United Kingdom,2011,11,2011-11,Europe
Customer-387,2010-12-07 15:48:00,United Kingdom,2010,12,2010-12,Europe
Customer-3870,2011-11-03 13:01:00,United Kingdom,2011,11,2011-11,Europe
Customer-3871,2011-11-03 14:05:00,United Kingdom,2011,11,2011-11,Europe
Customer-3872,2011-11-03 14:32:00,United Kingdom,2011,11,2011-11,Europe
Customer-3873,2011-11-03 14:33:00,United Kingdom,2011,11,2011-11,Europe
Customer-3874,2011-11-03 15:18:00,United Kingdom,2011,11,2011-11,Europe
Customer-3875,2011-11-03 15:27:00,United Kingdom,2011,11,2011-11,Europe
Customer-3876,2011-11-03 15:54:00,United Kingdom,2011,11,2011-11,Europe
Customer-3877,2011-11-03 16:15:00,Spain,2011,11,2011-11,Europe
Customer-3878,2011-11-03 16:28:00,United Kingdom,2011,11,2011-11,Europe
Customer-3879,2011-11-03 16:56:00,United Kingdom,2011,11,2011-11,Europe
Customer-388,2010-12-07 15:48:00,United Kingdom,2010,12,2010-12,Europe
Customer-3880,2011-11-03 17:39:00,United Kingdom,2011,11,2011-11,Europe
Customer-3881,2011-11-03 18:49:00,United Kingdom,2011,11,2011-11,Europe
Customer-3882,2011-11-04 09:32:00,United Kingdom,2011,11,2011-11,Europe
Customer-3883,2011-11-04 10:10:00,United Kingdom,2011,11,2011-11,Europe
Customer-3884,2011-11-04 12:42:00,United Kingdom,2011,11,2011-11,Europe
Customer-3885,2011-11-04 12:45:00,United Kingdom,2011,11,2011-11,Europe
Customer-3886,2011-11-04 13:05:00,United Kingdom,2011,11,2011-11,Europe
Customer-3887,2011-11-04 13:16:00,United Kingdom,2011,11,2011-11,Europe
Customer-3888,2011-11-04 13:26:00,United Kingdom,2011,11,2011-11,Europe
Customer-3889,2011-11-04 14:06:00,United Kingdom,2011,11,2011-11,Europe
Customer-389,2010-12-07 16:20:00,United Kingdom,2010,12,2010-12,Europe
Customer-3890,2011-11-04 14:07:00,United Kingdom,2011,11,2011-11,Europe
Customer-3891,2011-11-04 14:37:00,United Kingdom,2011,11,2011-11,Europe
Customer-3892,2011-11-04 14:49:00,United Kingdom,2011,11,2011-11,Europe
Customer-3893,2011-11-06 10:15:00,United Kingdom,2011,11,2011-11,Europe
Customer-3894,2011-11-06 10:33:00,United Kingdom,2011,11,2011-11,Europe
Customer-3895,2011-11-06 11:22:00,United Kingdom,2011,11,2011-11,Europe
Customer-3896,2011-11-06 11:25:00,United Kingdom,2011,11,2011-11,Europe
Customer-3897,2011-11-06 12:16:00,United Kingdom,2011,11,2011-11,Europe
Customer-3898,2011-11-06 12:25:00,United Kingdom,2011,11,2011-11,Europe
Customer-3899,2011-11-06 12:32:00,United Kingdom,2011,11,2011-11,Europe
Customer-39,2010-12-01 12:50:00,United Kingdom,2010,12,2010-12,Europe
Customer-390,2010-12-07 17:19:00,United Kingdom,2010,12,2010-12,Europe
Customer-3900,2011-11-06 12:41:00,United Kingdom,2011,11,2011-11,Europe
Customer-3901,2011-11-06 12:50:00,United Kingdom,2011,11,2011-11,Europe
Customer-3902,2011-11-06 13:00:00,United Kingdom,2011,11,2011-11,Europe
Customer-3903,2011-11-06 13:11:00,Sweden,2011,11,2011-11,Europe
Customer-3904,2011-11-06 13:17:00,United Kingdom,2011,11,2011-11,Europe
Customer-3905,2011-11-06 13:48:00,United Kingdom,2011,11,2011-11,Europe
Customer-3906,2011-11-06 13:53:00,United Kingdom,2011,11,2011-11,Europe
Customer-3907,2011-11-06 14:50:00,United Kingdom,2011,11,2011-11,Europe
Customer-3908,2011-11-06 14:56:00,United Kingdom,2011,11,2011-11,Europe
Customer-3909,2011-11-06 15:01:00,United Kingdom,2011,11,2011-11,Europe
Customer-391,2010-12-08 08:43:00,United Kingdom,2010,12,2010-12,Europe
Customer-3910,2011-11-06 15:09:00,United Kingdom,2011,11,2011-11,Europe
Customer-3911,2011-11-06 15:20:00,United Kingdom,2011,11,2011-11,Europe
Customer-3912,2011-11-06 16:07:00,Switzerland,2011,11,2011-11,Europe
Customer-3913,2011-11-07 10:23:00,United Kingdom,2011,11,2011-11,Europe
Customer-3914,2011-11-07 10:58:00,United Kingdom,2011,11,2011-11,Europe
Customer-3915,2011-11-07 11:09:00,United Kingdom,2011,11,2011-11,Europe
Customer-3916,2011-11-07 11:32:00,United Kingdom,2011,11,2011-11,Europe
Customer-3917,2011-11-07 15:40:00,United Kingdom,2011,11,2011-11,Europe
Customer-3918,2011-11-07 15:49:00,United Kingdom,2011,11,2011-11,Europe
Customer-3919,2011-11-07 16:36:00,United Kingdom,2011,11,2011-11,Europe
Customer-392,2010-12-08 08:58:00,United Kingdom,2010,12,2010-12,Europe
Customer-3920,2011-11-07 17:06:00,United Kingdom,2011,11,2011-11,Europe
Customer-3921,2011-11-07 17:21:00,United Kingdom,2011,11,2011-11,Europe
Customer-3922,2011-11-07 17:50:00,United Kingdom,2011,11,2011-11,Europe
Customer-3923,2011-11-08 08:16:00,United Kingdom,2011,11,2011-11,Europe
Customer-3924,2011-11-08 09:54:00,United Kingdom,2011,11,2011-11,Europe
Customer-3925,2011-11-08 11:20:00,United Kingdom,2011,11,2011-11,Europe
Customer-3926,2011-11-08 11:25:00,United Kingdom,2011,11,2011-11,Europe
Customer-3927,2011-11-08 12:14:00,United Kingdom,2011,11,2011-11,Europe
Customer-3928,2011-11-08 13:31:00,United Kingdom,2011,11,2011-11,Europe
Customer-3929,2011-11-08 15:45:00,United Kingdom,2011,11,2011-11,Europe
Customer-393,2010-12-08 09:07:00,United Kingdom,2010,12,2010-12,Europe
Customer-3930,2011-11-08 16:55:00,United Kingdom,2011,11,2011-11,Europe
Customer-3931,2011-11-08 17:09:00,United Kingdom,2011,11,2011-11,Europe
Customer-3932,2011-11-08 17:09:00,United Kingdom,2011,11,2011-11,Europe
Customer-3933,2011-11-09 09:06:00,United Kingdom,2011,11,2011-11,Europe
Customer-3934,2011-11-09 10:48:00,United Kingdom,2011,11,2011-11,Europe
Customer-3935,2011-11-09 12:34:00,United Kingdom,2011,11,2011-11,Europe
Customer-3936,2011-11-09 13:26:00,United Kingdom,2011,11,2011-11,Europe
Customer-3937,2011-11-09 13:30:00,United Kingdom,2011,11,2011-11,Europe
Customer-3938,2011-11-09 13:47:00,France,2011,11,2011-11,Europe
Customer-3939,2011-11-09 13:50:00,United Kingdom,2011,11,2011-11,Europe
Customer-394,2010-12-08 09:20:00,United Kingdom,2010,12,2010-12,Europe
Customer-3940,2011-11-09 13:58:00,United Kingdom,2011,11,2011-11,Europe
Customer-3941,2011-11-09 14:56:00,Germany,2011,11,2011-11,Europe
Customer-3942,2011-11-09 14:59:00,United Kingdom,2011,11,2011-11,Europe
Customer-3943,2011-11-09 15:11:00,United Kingdom,2011,11,2011-11,Europe
Customer-3944,2011-11-09 15:17:00,United Kingdom,2011,11,2011-11,Europe
Customer-3945,2011-11-09 15:23:00,United Kingdom,2011,11,2011-11,Europe
Customer-3946,2011-11-09 15:36:00,United Kingdom,2011,11,2011-11,Europe
Customer-3947,2011-11-09 15:52:00,United Kingdom,2011,11,2011-11,Europe
Customer-3948,2011-11-09 15:54:00,United Kingdom,2011,11,2011-11,Europe
Customer-3949,2011-11-09 17:03:00,United Kingdom,2011,11,2011-11,Europe
Customer-395,2010-12-08 09:30:00,United Kingdom,2010,12,2010-12,Europe
Customer-3950,2011-11-09 17:11:00,United Kingdom,2011,11,2011-11,Europe
Customer-3951,2011-11-09 17:47:00,United Kingdom,2011,11,2011-11,Europe
Customer-3952,2011-11-10 09:08:00,United Kingdom,2011,11,2011-11,Europe
Customer-3953,2011-11-10 10:32:00,United Kingdom,2011,11,2011-11,Europe
Customer-3954,2011-11-10 11:45:00,United Kingdom,2011,11,2011-11,Europe
Customer-3955,2011-11-10 11:53:00,France,2011,11,2011-11,Europe
Customer-3956,2011-11-10 12:01:00,United Kingdom,2011,11,2011-11,Europe
Customer-3957,2011-11-10 12:09:00,United Kingdom,2011,11,2011-11,Europe
Customer-3958,2011-11-10 12:57:00,United Kingdom,2011,11,2011-11,Europe
Customer-3959,2011-11-10 13:28:00,United Kingdom,2011,11,2011-11,Europe
Customer-396,2010-12-08 09:49:00,Germany,2010,12,2010-12,Europe
Customer-3960,2011-11-10 14:39:00,France,2011,11,2011-11,Europe
Customer-3961,2011-11-10 15:04:00,United Kingdom,2011,11,2011-11,Europe
Customer-3962,2011-11-10 15:32:00,United Kingdom,2011,11,2011-11,Europe
Customer-3963,2011-11-10 16:27:00,France,2011,11,2011-11,Europe
Customer-3964,2011-11-10 16:39:00,United Kingdom,2011,11,2011-11,Europe
Customer-3965,2011-11-10 17:16:00,Spain,2011,11,2011-11,Europe
Customer-3966,2011-11-10 17:29:00,United Kingdom,2011,11,2011-11,Europe
Customer-3967,2011-11-11 08:59:00,United Kingdom,2011,11,2011-11,Europe
Customer-3968,2011-11-11 12:07:00,United Kingdom,2011,11,2011-11,Europe
Customer-3969,2011-11-11 12:44:00,United Kingdom,2011,11,2011-11,Europe
Customer-397,2010-12-08 09:51:00,United Kingdom,2010,12,2010-12,Europe
Customer-3970,2011-11-11 12:46:00,United Kingdom,2011,11,2011-11,Europe
Customer-3971,2011-11-11 14:09:00,United Kingdom,2011,11,2011-11,Europe
Customer-3972,2011-11-11 14:12:00,United Kingdom,2011,11,2011-11,Europe
Customer-3973,2011-11-11 14:50:00,United Kingdom,2011,11,2011-11,Europe
Customer-3974,2011-11-11 15:08:00,United Kingdom,2011,11,2011-11,Europe
Customer-3975,2011-11-11 15:28:00,United Kingdom,2011,11,2011-11,Europe
Customer-3976,2011-11-11 15:49:00,United Kingdom,2011,11,2011-11,Europe
Customer-3977,2011-11-11 15:54:00,United Kingdom,2011,11,2011-11,Europe
Customer-3978,2011-11-13 11:51:00,United Kingdom,2011,11,2011-11,Europe
Customer-3979,2011-11-13 12:19:00,United Kingdom,2011,11,2011-11,Europe
Customer-398,2010-12-08 09:53:00,Australia,2010,12,2010-12,Oceania
Customer-3980,2011-11-13 15:15:00,United Kingdom,2011,11,2011-11,Europe
Customer-3981,2011-11-13 15:29:00,United Kingdom,2011,11,2011-11,Europe
Customer-3982,2011-11-13 15:52:00,United Kingdom,2011,11,2011-11,Europe
Customer-3983,2011-11-13 15:57:00,United Kingdom,2011,11,2011-11,Europe
Customer-3984,2011-11-13 16:18:00,United Kingdom,2011,11,2011-11,Europe
Customer-3985,2011-11-13 16:22:00,United Kingdom,2011,11,2011-11,Europe
Customer-3986,2011-11-14 09:13:00,United Kingdom,2011,11,2011-11,Europe
Customer-3987,2011-11-14 09:21:00,United Kingdom,2011,11,2011-11,Europe
Customer-3988,2011-11-14 10:34:00,United Kingdom,2011,11,2011-11,Europe
Customer-3989,2011-11-14 11:04:00,United Kingdom,2011,11,2011-11,Europe
Customer-399,2010-12-08 09:56:00,United Kingdom,2010,12,2010-12,Europe
Customer-3990,2011-11-14 11:21:00,United Kingdom,2011,11,2011-11,Europe
Customer-3991,2011-11-14 11:26:00,United Kingdom,2011,11,2011-11,Europe
Customer-3992,2011-11-14 12:12:00,United Kingdom,2011,11,2011-11,Europe
Customer-3993,2011-11-14 12:45:00,United Kingdom,2011,11,2011-11,Europe
Customer-3994,2011-11-14 12:47:00,United Kingdom,2011,11,2011-11,Europe
Customer-3995,2011-11-14 13:08:00,United Kingdom,2011,11,2011-11,Europe
Customer-3996,2011-11-14 13:42:00,United Kingdom,2011,11,2011-11,Europe
Customer-3997,2011-11-14 13:51:00,United Kingdom,2011,11,2011-11,Europe
Customer-3998,2011-11-14 14:23:00,Portugal,2011,11,2011-11,Europe
Customer-3999,2011-11-14 14:24:00,United Kingdom,2011,11,2011-11,Europe
Customer-4,2010-12-01 09:37:00,United Kingdom,2010,12,2010-12,Europe
Customer-40,2010-12-01 12:51:00,United Kingdom,2010,12,2010-12,Europe
Customer-400,2010-12-08 10:11:00,United Kingdom,2010,12,2010-12,Europe
Customer-4000,2011-11-14 14:59:00,United Kingdom,2011,11,2011-11,Europe
Customer-4001,2011-11-14 15:18:00,United Kingdom,2011,11,2011-11,Europe
Customer-4002,2011-11-14 15:37:00,Austria,2011,11,2011-11,Europe
Customer-4003,2011-11-14 17:40:00,United Kingdom,2011,11,2011-11,Europe
Customer-4004,2011-11-15 09:21:00,United Kingdom,2011,11,2011-11,Europe
Customer-4005,2011-11-15 09:23:00,United Kingdom,2011,11,2011-11,Europe
Customer-4006,2011-11-15 10:00:00,United Kingdom,2011,11,2011-11,Europe
Customer-4007,2011-11-15 10:48:00,United Kingdom,2011,11,2011-11,Europe
Customer-4008,2011-11-15 12:42:00,United Kingdom,2011,11,2011-11,Europe
Customer-4009,2011-11-15 12:57:00,United Kingdom,2011,11,2011-11,Europe
Customer-401,2010-12-08 10:11:00,United Kingdom,2010,12,2010-12,Europe
Customer-4010,2011-11-15 13:07:00,United Kingdom,2011,11,2011-11,Europe
Customer-4011,2011-11-15 13:42:00,United Kingdom,2011,11,2011-11,Europe
Customer-4012,2011-11-15 13:48:00,United Kingdom,2011,11,2011-11,Europe
Customer-4013,2011-11-15 14:48:00,United Kingdom,2011,11,2011-11,Europe
Customer-4014,2011-11-15 15:08:00,United Kingdom,2011,11,2011-11,Europe
Customer-4015,2011-11-15 16:08:00,United Kingdom,2011,11,2011-11,Europe
Customer-4016,2011-11-15 16:29:00,United Kingdom,2011,11,2011-11,Europe
Customer-4017,2011-11-15 17:26:00,United Kingdom,2011,11,2011-11,Europe
Customer-4018,2011-11-16 08:28:00,United Kingdom,2011,11,2011-11,Europe
Customer-4019,2011-11-16 09:32:00,United Kingdom,2011,11,2011-11,Europe
Customer-402,2010-12-08 10:21:00,United Kingdom,2010,12,2010-12,Europe
Customer-4020,2011-11-16 11:55:00,United Kingdom,2011,11,2011-11,Europe
Customer-4021,2011-11-16 12:19:00,United Kingdom,2011,11,2011-11,Europe
Customer-4022,2011-11-16 12:42:00,United Kingdom,2011,11,2011-11,Europe
Customer-4023,2011-11-16 13:16:00,United Kingdom,2011,11,2011-11,Europe
Customer-4024,2011-11-16 13:40:00,United Kingdom,2011,11,2011-11,Europe
Customer-4025,2011-11-16 16:30:00,United Kingdom,2011,11,2011-11,Europe
Customer-4026,2011-11-16 16:30:00,United Kingdom,2011,11,2011-11,Europe
Customer-4027,2011-11-16 16:52:00,United Kingdom,2011,11,2011-11,Europe
Customer-4028,2011-11-17 12:19:00,United Kingdom,2011,11,2011-11,Europe
Customer-4029,2011-11-17 12:55:00,United Kingdom,2011,11,2011-11,Europe
Customer-403,2010-12-08 10:35:00,United Kingdom,2010,12,2010-12,Europe
Customer-4030,2011-11-17 12:59:00,United Kingdom,2011,11,2011-11,Europe
Customer-4031,2011-11-17 13:07:00,United Kingdom,2011,11,2011-11,Europe
Customer-4032,2011-11-17 13:16:00,United Kingdom,2011,11,2011-11,Europe
Customer-4033,2011-11-17 13:58:00,United Kingdom,2011,11,2011-11,Europe
Customer-4034,2011-11-17 14:24:00,United Kingdom,2011,11,2011-11,Europe
Customer-4035,2011-11-17 15:08:00,United Kingdom,2011,11,2011-11,Europe
Customer-4036,2011-11-17 16:02:00,United Kingdom,2011,11,2011-11,Europe
Customer-4037,2011-11-17 16:39:00,United Kingdom,2011,11,2011-11,Europe
Customer-4038,2011-11-17 18:43:00,Spain,2011,11,2011-11,Europe
Customer-4039,2011-11-18 10:42:00,United Kingdom,2011,11,2011-11,Europe
Customer-404,2010-12-08 10:36:00,United Kingdom,2010,12,2010-12,Europe
Customer-4040,2011-11-18 11:10:00,Italy,2011,11,2011-11,Europe
Customer-4041,2011-11-18 12:07:00,Cyprus,2011,11,2011-11,Europe
Customer-4042,2011-11-18 12:08:00,United Kingdom,2011,11,2011-11,Europe
Customer-4043,2011-11-18 12:47:00,United Kingdom,2011,11,2011-11,Europe
Customer-4044,2011-11-18 12:57:00,United Kingdom,2011,11,2011-11,Europe
Customer-4045,2011-11-18 13:43:00,United Kingdom,2011,11,2011-11,Europe
Customer-4046,2011-11-18 14:42:00,United Kingdom,2011,11,2011-11,Europe
Customer-4047,2011-11-18 14:50:00,United Kingdom,2011,11,2011-11,Europe
Customer-4048,2011-11-18 14:52:00,United Kingdom,2011,11,2011-11,Europe
Customer-4049,2011-11-20 10:36:00,Germany,2011,11,2011-11,Europe
Customer-405,2010-12-08 10:38:00,United Kingdom,2010,12,2010-12,Europe
Customer-4050,2011-11-20 11:06:00,United Kingdom,2011,11,2011-11,Europe
Customer-4051,2011-11-20 12:20:00,United Kingdom,2011,11,2011-11,Europe
Customer-4052,2011-11-20 12:30:00,United Kingdom,2011,11,2011-11,Europe
Customer-4053,2011-11-20 12:34:00,United Kingdom,2011,11,2011-11,Europe
Customer-4054,2011-11-20 12:53:00,United Kingdom,2011,11,2011-11,Europe
Customer-4055,2011-11-20 13:23:00,United Kingdom,2011,11,2011-11,Europe
Customer-4056,2011-11-20 13:40:00,United Kingdom,2011,11,2011-11,Europe
